Senior Citizen,Partner,Dependents,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn,Contract_Month-to-month,Contract_One year,Contract_Two year,Internet Service_DSL,Internet Service_Fiber optic,Internet Service_No,Payment Method_Bank transfer (automatic),Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,tenure_group,service_count,avg_monthly_value,revenue_per_month,engagement_score,is_new_customer,contract_risk,payment_risk,monthly_x_tenure,has_internet,has_family,low_engagement,high_risk,cluster,segment,churn_probability,churn_prediction,predicted_value,value_score,recommended_action,customer_category,customer_id_display
1,1,0,1,Yes,DSL,No,No,Yes,No,Yes,Yes,two year,0,Electronic check,74.85,2181.75,0,False,False,True,True,False,False,False,False,True,False,2-4 years,1,70.37903225806451,74.85,24.47,0,0,1,2245.5,1,0,1,0,1,Low Value New,0.1362912663595884,0,2793.65,0.35682854, Maintain / Monitor,Stable Customer,3413
0,0,0,1,No,DSL,No,No,No,Yes,No,No,month-to-month,1,Mailed check,50.5,147.75,0,True,False,False,True,False,False,False,False,False,True,0-1 year,1,36.9375,50.5,11.500000000000002,1,2,0,151.5,1,0,1,0,2,At Risk Customers,0.4640093799726327,1,99.65454,0.06241667, Maintain / Monitor,Stable Customer,3414
0,0,0,1,No,Fiber optic,No,No,Yes,No,No,No,month-to-month,0,Electronic check,72.9,818.45,0,True,False,False,False,True,False,False,False,True,False,0-1 year,1,68.20416666666667,72.9,18.380000000000003,1,2,1,801.9000000000001,1,0,1,0,1,Low Value New,0.4742397617922434,1,548.943,0.11151692, Maintain / Monitor,Stable Customer,3415
0,0,0,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,one year,1,Credit card (automatic),115.05,7133.45,0,False,True,False,False,True,False,False,True,False,False,4-6 years,1,113.22936507936508,115.05,42.11,0,1,0,7133.099999999999,1,0,1,0,0,High Value Loyal,0.3284698894826917,0,6943.967,0.81039375, Upsell / Premium Offer,Loyal High Value,3416
0,0,0,1,No,No,No,No,No,No,No,No,month-to-month,0,Electronic check,19.0,348.8,0,True,False,False,False,False,True,False,False,True,False,1-2 years,1,18.357894736842105,19.0,9.7,0,2,1,342.0,0,0,1,0,2,At Risk Customers,0.1265751550592462,0,469.53378,0.10283873, Maintain / Monitor,Stable Customer,3417
0,0,1,1,No,No,No,No,No,No,No,No,month-to-month,0,Mailed check,19.55,128.6,0,True,False,False,False,False,True,False,False,False,True,0-1 year,1,18.37142857142857,19.55,6.21,1,2,0,117.3,0,0,1,0,2,At Risk Customers,0.0368114066924134,0,81.54524,0.06043761, Maintain / Monitor,Stable Customer,3418
0,0,0,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,one year,1,Electronic check,101.1,4674.4,0,False,True,False,False,True,False,False,False,True,False,2-4 years,1,99.45531914893616,101.1,34.52,0,1,1,4650.599999999999,1,0,1,0,0,High Value Loyal,0.3488908518281459,0,4831.9106,0.5795788, Maintain / Monitor,Stable Customer,3419
0,0,0,1,Yes,Fiber optic,No,No,No,No,No,Yes,month-to-month,1,Electronic check,84.1,1737.45,0,True,False,False,False,True,False,False,False,True,False,1-2 years,1,78.97500000000001,84.1,23.62,0,2,1,1766.1,1,0,1,0,1,Low Value New,0.5509115779036639,1,2392.4077,0.31297898, Maintain / Monitor,Stable Customer,3420
0,0,0,1,Yes,No,No,No,No,No,No,No,two year,1,Bank transfer (automatic),24.15,1498.85,0,False,False,True,False,False,True,True,False,False,False,4-6 years,1,21.72246376811594,24.15,25.73,0,0,0,1642.1999999999998,0,0,1,0,2,At Risk Customers,0.0085251160515935,0,1453.0096,0.21031737, Maintain / Monitor,Stable Customer,3421
0,0,0,1,Yes,DSL,No,No,No,No,No,No,month-to-month,1,Electronic check,50.1,50.1,0,True,False,False,True,False,False,False,False,True,False,0-1 year,1,25.05,50.1,10.820000000000002,1,2,1,50.1,1,0,1,0,2,At Risk Customers,0.6525314320891304,1,106.589775,0.06317458, Retention Campaign (Email / Promotion),At-Risk Low Value,3422
0,1,0,1,No,Fiber optic,No,No,Yes,No,No,No,month-to-month,1,Electronic check,74.6,1797.75,0,True,False,False,False,True,False,False,False,True,False,2-4 years,1,69.14423076923077,74.6,22.92,0,2,1,1865.0,1,0,1,0,1,Low Value New,0.5365338340210007,1,2118.05,0.28299597, Maintain / Monitor,Stable Customer,3423
0,0,1,1,No,No,No,No,No,No,No,No,two year,0,Mailed check,19.75,498.1,0,False,False,True,False,False,True,False,False,False,True,1-2 years,1,19.924,19.75,11.65,0,0,0,474.0,0,0,1,0,2,At Risk Customers,0.003787120058275,0,849.83374,0.14439961, Maintain / Monitor,Stable Customer,3424
0,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,one year,1,Bank transfer (automatic),106.8,5498.8,0,False,True,False,False,True,False,True,False,False,False,4-6 years,1,105.74615384615385,106.8,37.16,0,1,0,5446.8,1,0,1,0,0,High Value Loyal,0.3624802781456208,1,6419.0747,0.7530312, Upsell / Premium Offer,Loyal High Value,3425
0,1,0,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,two year,1,Electronic check,84.5,4845.4,0,False,False,True,True,False,False,False,False,True,False,4-6 years,1,83.54137931034482,84.5,34.5,0,0,1,4816.5,1,0,1,0,0,High Value Loyal,0.1311040118117728,0,5494.141,0.6519503, Maintain / Monitor,Stable Customer,3426
0,0,0,1,Yes,No,No,No,No,No,No,No,two year,0,Bank transfer (automatic),25.05,369.1,0,False,False,True,False,False,True,True,False,False,False,1-2 years,1,23.06875,25.05,10.010000000000002,0,0,0,375.75,0,0,1,0,2,At Risk Customers,0.0295543197186152,0,1330.4647,0.19692512, Maintain / Monitor,Stable Customer,3427
0,1,0,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,two year,1,Bank transfer (automatic),83.7,6096.9,0,False,False,True,True,False,False,True,False,False,False,4-6 years,1,83.51917808219177,83.7,38.84,0,0,0,6026.400000000001,1,0,1,0,0,High Value Loyal,0.071615481985711,0,5631.085,0.66691613, Maintain / Monitor,Stable Customer,3428
0,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,month-to-month,0,Credit card (automatic),96.6,2684.35,0,True,False,False,False,True,False,False,True,False,False,2-4 years,1,92.56379310344828,96.6,28.22,0,2,0,2704.8,1,0,1,0,1,Low Value New,0.502174022448605,1,2229.5537,0.29518157, Maintain / Monitor,Stable Customer,3429
0,1,1,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,two year,1,Credit card (automatic),101.1,6994.8,0,False,False,True,False,True,False,False,True,False,False,4-6 years,1,98.51830985915493,101.1,41.72,0,0,0,7077.0,1,0,1,0,0,High Value Loyal,0.0325278751987619,0,6849.0137,0.8000168, Upsell / Premium Offer,Loyal High Value,3430
0,0,0,1,No,No,No,No,No,No,No,No,one year,0,Mailed check,20.2,273.25,0,False,True,False,False,False,True,False,False,False,True,1-2 years,1,19.517857142857142,20.2,8.440000000000001,0,1,0,262.6,0,0,1,0,2,At Risk Customers,0.0554412081691203,0,548.1465,0.11142988, Maintain / Monitor,Stable Customer,3431
1,1,0,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,one year,1,Electronic check,94.05,5483.9,0,False,True,False,False,True,False,False,False,True,False,4-6 years,1,91.39833333333333,94.05,37.01,0,1,1,5548.95,1,0,1,0,0,High Value Loyal,0.3257974473079318,0,4787.001,0.57467085, Maintain / Monitor,Stable Customer,3432
0,1,0,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,two year,0,Mailed check,81.0,4985.9,0,False,False,True,True,False,False,False,False,False,True,4-6 years,1,79.14126984126983,81.0,35.3,0,0,0,5022.0,1,0,1,0,0,High Value Loyal,0.0589081658703023,0,4245.937,0.51554096, Maintain / Monitor,Stable Customer,3433
0,0,0,1,No,DSL,Yes,No,Yes,Yes,No,No,one year,1,Electronic check,60.25,1258.35,0,False,True,False,True,False,False,False,False,True,False,1-2 years,1,57.19772727272727,60.25,18.85,0,1,1,1265.25,1,0,1,0,1,Low Value New,0.2109126704929124,0,2377.4573,0.31134513, Maintain / Monitor,Stable Customer,3434
0,0,0,1,No,DSL,No,No,Yes,No,No,Yes,month-to-month,0,Electronic check,60.85,111.4,0,True,False,False,True,False,False,False,False,True,False,0-1 year,1,37.13333333333333,60.85,13.27,1,2,1,121.7,1,0,1,0,2,At Risk Customers,0.6146114336366343,1,329.20914,0.087503426, Retention Campaign (Email / Promotion),At-Risk Low Value,3435
0,0,0,1,No,DSL,No,No,No,No,No,No,month-to-month,0,Credit card (automatic),43.95,43.95,0,True,False,False,True,False,False,False,True,False,False,0-1 year,1,21.975,43.95,9.590000000000002,1,2,0,43.95,1,0,1,0,2,At Risk Customers,0.4218077260765163,1,137.9003,0.06659634, Maintain / Monitor,Stable Customer,3436
0,0,0,1,No,Fiber optic,No,No,Yes,No,No,Yes,month-to-month,0,Electronic check,86.05,308.1,0,True,False,False,False,True,False,False,False,True,False,0-1 year,1,61.620000000000005,86.05,18.91,1,2,1,344.2,1,0,1,0,1,Low Value New,0.747604126743136,1,490.93433,0.10517748, Retention Campaign (Email / Promotion),At-Risk Low Value,3437
0,0,0,1,No,No,No,No,No,No,No,No,one year,0,Credit card (automatic),20.25,383.65,0,False,True,False,False,False,True,False,True,False,False,1-2 years,1,19.1825,20.25,10.25,0,1,0,384.75,0,0,1,0,2,At Risk Customers,0.0471192172403155,0,601.23816,0.11723197, Maintain / Monitor,Stable Customer,3438
0,1,1,1,No,No,No,No,No,No,No,No,two year,1,Credit card (automatic),19.4,1284.2,0,False,False,True,False,False,True,False,True,False,False,4-6 years,1,18.88529411764706,19.4,24.48,0,0,0,1299.8,0,0,1,0,2,At Risk Customers,0.001935972599205,0,1147.8481,0.17696795, Maintain / Monitor,Stable Customer,3439
1,1,0,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,two year,1,Credit card (automatic),102.65,7550.3,0,False,False,True,False,True,False,False,True,False,False,4-6 years,1,103.42876712328768,102.65,42.63,0,0,0,7390.8,1,0,1,0,0,High Value Loyal,0.1378799613570903,0,7690.551,0.89198375, Upsell / Premium Offer,Loyal High Value,3440
0,1,0,1,No,No,No,No,No,No,No,No,two year,0,Credit card (automatic),19.9,1110.05,0,False,False,True,False,False,True,False,True,False,False,4-6 years,1,20.55648148148148,19.9,20.38,0,0,0,1054.6999999999998,0,0,1,0,2,At Risk Customers,0.0099027880048585,0,1191.2769,0.18171404, Maintain / Monitor,Stable Customer,3441
0,0,0,1,No,No,No,No,No,No,No,No,one year,0,Electronic check,19.55,99.6,0,False,True,False,False,False,True,False,False,True,False,0-1 year,1,16.599999999999998,19.55,5.91,1,1,1,97.75,0,0,1,0,2,At Risk Customers,0.1151826551646049,0,81.39755,0.060421467, Maintain / Monitor,Stable Customer,3442
1,1,0,1,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,two year,1,Credit card (automatic),95.5,6707.15,0,False,False,True,False,True,False,False,True,False,False,4-6 years,1,93.1548611111111,95.5,40.900000000000006,0,0,0,6780.5,1,0,1,0,0,High Value Loyal,0.1196103867429249,0,6967.6367,0.8129805, Upsell / Premium Offer,Loyal High Value,3443
0,1,0,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,one year,1,Credit card (automatic),84.15,4164.4,0,False,True,False,True,False,False,False,True,False,False,4-6 years,1,81.6549019607843,84.15,32.33,0,1,0,4207.5,1,0,1,0,0,High Value Loyal,0.2197608541011315,0,4259.0776,0.516977, Maintain / Monitor,Stable Customer,3444
0,1,1,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,two year,1,Electronic check,103.2,5873.75,0,False,False,True,False,True,False,False,False,True,False,4-6 years,1,103.04824561403508,103.2,37.94,0,0,1,5779.2,1,0,1,0,0,High Value Loyal,0.0557476860785553,0,6017.4985,0.7091451, Upsell / Premium Offer,Loyal High Value,3445
0,0,0,1,No,DSL,No,No,No,Yes,No,No,month-to-month,1,Credit card (automatic),50.2,109.25,0,True,False,False,True,False,False,False,True,False,False,0-1 year,1,36.41666666666666,50.2,11.14,1,2,0,100.4,1,0,1,0,2,At Risk Customers,0.47082444256571,1,134.77315,0.06625459, Maintain / Monitor,Stable Customer,3446
0,1,1,1,No,No,No,No,No,No,No,No,two year,0,Credit card (automatic),19.95,862.4,0,False,False,True,False,False,True,False,True,False,False,2-4 years,1,18.348936170212767,19.95,18.29,0,0,0,917.7,0,0,1,0,2,At Risk Customers,0.0027289619734087,0,1108.48,0.17266563, Maintain / Monitor,Stable Customer,3447
0,1,0,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,two year,1,Electronic check,116.25,8564.75,0,False,False,True,False,True,False,False,False,True,False,4-6 years,1,118.95486111111111,116.25,45.05,0,0,1,8253.75,1,0,1,0,0,High Value Loyal,0.2520534366724973,0,8678.945,1.0, Upsell / Premium Offer,Loyal High Value,3448
0,0,0,0,No,DSL,No,No,No,Yes,No,No,month-to-month,1,Electronic check,31.2,926.2,0,True,False,False,True,False,False,False,False,True,False,2-4 years,0,30.87333333333333,31.2,14.94,0,2,1,904.8,1,0,1,0,3,Premium Customers,0.3450105441311348,0,784.55927,0.13726613, Maintain / Monitor,Stable Customer,3449
0,1,1,1,Yes,No,No,No,No,No,No,No,two year,0,Bank transfer (automatic),24.45,1718.2,0,False,False,True,False,False,True,True,False,False,False,4-6 years,1,24.545714285714286,24.45,26.09,0,0,0,1687.05,0,0,1,0,2,At Risk Customers,0.001504282724696,0,1397.3992,0.20424001, Maintain / Monitor,Stable Customer,3450
0,1,0,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,two year,0,Credit card (automatic),84.2,5956.85,0,False,False,True,True,False,False,False,True,False,False,4-6 years,1,82.73402777777778,84.2,38.64,0,0,0,5978.2,1,0,1,0,0,High Value Loyal,0.0547958297218814,0,5645.3535,0.66847545, Maintain / Monitor,Stable Customer,3451
1,1,0,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,two year,1,Bank transfer (automatic),85.65,4824.45,0,False,False,True,True,False,False,True,False,False,False,4-6 years,1,84.63947368421053,85.65,34.43000000000001,0,0,0,4796.400000000001,1,0,1,0,0,High Value Loyal,0.1085726742327138,0,5521.6836,0.6549603, Maintain / Monitor,Stable Customer,3452
0,0,0,1,No,No,No,No,No,No,No,No,one year,1,Mailed check,21.2,1238.65,0,False,True,False,False,False,True,False,False,False,True,4-6 years,1,21.730701754385965,21.2,21.54,0,1,0,1187.2,0,0,1,0,2,At Risk Customers,0.0217138352673813,0,1152.624,0.17748989, Maintain / Monitor,Stable Customer,3453
0,1,0,1,Yes,No,No,No,No,No,No,No,one year,0,Mailed check,25.55,672.2,0,False,True,False,False,False,True,False,False,False,True,2-4 years,1,23.179310344827588,25.55,14.010000000000002,0,1,0,715.4,0,0,1,0,2,At Risk Customers,0.057645439857298,0,1051.2489,0.16641116, Maintain / Monitor,Stable Customer,3454
0,1,1,1,No,No,No,No,No,No,No,No,month-to-month,0,Mailed check,20.2,382.2,0,True,False,False,False,False,True,False,False,False,True,1-2 years,1,19.11,20.2,10.24,0,2,0,383.8,0,0,1,0,2,At Risk Customers,0.0285532986301619,0,540.5862,0.11060365, Maintain / Monitor,Stable Customer,3455
0,1,0,1,Yes,DSL,No,No,No,Yes,No,Yes,month-to-month,0,Electronic check,63.85,4264.6,0,True,False,False,True,False,False,False,False,True,False,4-6 years,1,63.650746268656725,63.85,33.07,0,2,1,4214.1,1,0,1,0,0,High Value Loyal,0.1599036655223044,0,2714.3044,0.34815732, Maintain / Monitor,Stable Customer,3456
0,1,0,1,Yes,DSL,No,No,Yes,Yes,No,No,one year,1,Mailed check,61.95,1070.7,0,False,True,False,True,False,False,False,False,False,True,1-2 years,1,59.48333333333333,61.95,17.990000000000002,0,1,0,1053.15,1,0,1,0,1,Low Value New,0.2270627288334764,0,2167.2815,0.28837618, Maintain / Monitor,Stable Customer,3457
0,1,1,1,Yes,No,No,No,No,No,No,No,two year,0,Mailed check,25.75,1345.85,0,False,False,True,False,False,True,False,False,False,True,4-6 years,1,25.39339622641509,25.75,21.25,0,0,0,1339.0,0,0,1,0,2,At Risk Customers,0.0026570933341187,0,1468.0634,0.2119625, Maintain / Monitor,Stable Customer,3458
0,0,0,1,No,DSL,No,Yes,No,No,Yes,No,one year,0,Electronic check,58.2,1045.25,0,False,True,False,True,False,False,False,False,True,False,1-2 years,1,52.2625,58.2,17.84,0,1,1,1105.8,1,0,1,0,1,Low Value New,0.1691211525328644,0,1638.464,0.23058467, Maintain / Monitor,Stable Customer,3459
0,0,0,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,one year,0,Bank transfer (automatic),85.85,3003.55,0,False,True,False,True,False,False,True,False,False,False,2-4 years,1,81.17702702702704,85.85,28.47,0,1,0,3090.6,1,0,1,0,1,Low Value New,0.1802266729049606,0,3896.1038,0.47730964, Maintain / Monitor,Stable Customer,3460
0,1,1,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,one year,1,Credit card (automatic),104.9,7537.5,0,False,True,False,False,True,False,False,True,False,False,4-6 years,1,103.25342465753424,104.9,43.08,0,1,0,7552.8,1,0,1,0,0,High Value Loyal,0.0732119934340232,0,6701.5923,0.783906, Upsell / Premium Offer,Loyal High Value,3461
1,0,0,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,one year,1,Electronic check,99.85,3343.15,0,False,True,False,False,True,False,False,False,True,False,2-4 years,1,95.51857142857143,99.85,30.67,0,1,1,3394.9,1,0,1,0,0,High Value Loyal,0.4192263880778382,1,4203.5557,0.5109093, Maintain / Monitor,Stable Customer,3462
0,1,0,1,No,No,No,No,No,No,No,No,month-to-month,1,Bank transfer (automatic),19.55,161.15,0,True,False,False,False,False,True,True,False,False,False,0-1 year,1,17.905555555555555,19.55,6.8100000000000005,1,2,0,156.4,0,0,1,0,2,At Risk Customers,0.2541594638356521,0,104.81819,0.06298098, Maintain / Monitor,Stable Customer,3463
0,0,0,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,two year,0,Electronic check,104.0,7028.5,0,False,False,True,False,True,False,False,False,True,False,4-6 years,1,100.40714285714286,104.0,42.0,0,0,1,7176.0,1,0,1,0,0,High Value Loyal,0.1206060317985455,0,7318.828,0.85136026, Upsell / Premium Offer,Loyal High Value,3464
0,1,0,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,one year,1,Mailed check,104.4,5232.9,0,False,True,False,False,True,False,False,False,False,True,4-6 years,1,102.60588235294117,104.4,36.38,0,1,0,5220.0,1,0,1,0,0,High Value Loyal,0.3527376026752709,1,5416.3433,0.6434482, Maintain / Monitor,Stable Customer,3465
0,0,0,1,No,No,No,No,No,No,No,No,one year,0,Mailed check,19.5,225.85,0,False,True,False,False,False,True,False,False,False,True,0-1 year,1,20.53181818181818,19.5,7.4,1,1,0,195.0,0,0,1,0,2,At Risk Customers,0.0656190266208934,0,137.4528,0.06654743, Maintain / Monitor,Stable Customer,3466
0,1,1,1,Yes,No,No,No,No,No,No,No,two year,0,Credit card (automatic),25.25,274.7,0,False,False,True,False,False,True,False,True,False,False,0-1 year,1,21.13076923076923,25.25,9.15,1,0,0,303.0,0,0,1,0,2,At Risk Customers,0.0115537677911975,0,204.29591,0.07385235, Maintain / Monitor,Stable Customer,3467
0,1,0,0,No,DSL,Yes,No,Yes,Yes,No,Yes,two year,1,Bank transfer (automatic),49.85,3370.2,0,False,False,True,True,False,False,True,False,False,False,4-6 years,0,47.46760563380281,49.85,30.97,0,0,0,3489.5,1,0,1,0,3,Premium Customers,0.0656132991961967,0,3040.7847,0.38383654, Maintain / Monitor,Stable Customer,3468
1,0,0,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,month-to-month,1,Bank transfer (automatic),108.95,7111.3,0,True,False,False,False,True,False,True,False,False,False,4-6 years,1,109.40461538461538,108.95,41.49,0,2,0,6972.8,1,0,1,0,0,High Value Loyal,0.4473922160224503,1,6824.045,0.7972881, Upsell / Premium Offer,Loyal High Value,3469
0,1,0,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,two year,0,Credit card (automatic),89.9,5958.85,0,False,False,True,True,False,False,False,True,False,False,4-6 years,1,88.93805970149255,89.9,38.28,0,0,0,5933.400000000001,1,0,1,0,0,High Value Loyal,0.0721097474905255,0,5960.69,0.7029368, Upsell / Premium Offer,Loyal High Value,3470
0,1,0,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,two year,1,Credit card (automatic),82.0,5999.85,0,False,False,True,True,False,False,False,True,False,False,4-6 years,1,83.33125000000001,82.0,38.2,0,0,0,5822.0,1,0,1,0,0,High Value Loyal,0.0661348498050008,0,5274.3555,0.6279311, Maintain / Monitor,Stable Customer,3471
1,0,0,1,No,Fiber optic,No,No,No,No,Yes,Yes,month-to-month,0,Electronic check,89.95,1648.45,0,True,False,False,False,True,False,False,False,True,False,1-2 years,1,78.49761904761905,89.95,24.49,0,2,1,1799.0,1,0,1,0,1,Low Value New,0.5717598820135812,1,2232.7375,0.2955295, Maintain / Monitor,Stable Customer,3472
0,1,0,1,No,DSL,Yes,Yes,No,Yes,Yes,Yes,two year,1,Bank transfer (automatic),79.35,5753.25,0,False,False,True,True,False,False,True,False,False,False,4-6 years,1,78.81164383561644,79.35,37.97,0,0,0,5713.2,1,0,1,0,0,High Value Loyal,0.0620867315391387,0,5125.9673,0.6117146, Maintain / Monitor,Stable Customer,3473
0,1,0,1,No,DSL,Yes,Yes,Yes,Yes,No,No,two year,0,Credit card (automatic),64.05,4492.9,0,False,False,True,True,False,False,False,True,False,False,4-6 years,1,62.40138888888888,64.05,34.61,0,0,0,4547.55,1,0,1,0,0,High Value Loyal,0.0267587733752597,0,3457.8906,0.42941973, Maintain / Monitor,Stable Customer,3474
0,1,1,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,month-to-month,1,Credit card (automatic),101.15,3956.7,0,True,False,False,False,True,False,False,True,False,False,2-4 years,1,101.45384615384614,101.15,32.13,0,2,0,3843.7,1,0,1,0,0,High Value Loyal,0.1996879530845596,0,4610.6206,0.55539525, Maintain / Monitor,Stable Customer,3475
0,0,0,0,No,DSL,No,Yes,No,No,Yes,No,one year,1,Electronic check,39.1,1309.0,0,False,True,False,True,False,False,False,False,True,False,2-4 years,0,38.5,39.1,17.72,0,1,1,1290.3,1,0,1,0,3,Premium Customers,0.2178855262685438,0,1392.4865,0.20370312, Maintain / Monitor,Stable Customer,3476
0,1,0,0,No,DSL,Yes,No,No,Yes,No,No,two year,0,Mailed check,34.6,813.45,0,False,False,True,True,False,False,False,False,False,True,1-2 years,0,33.893750000000004,34.6,13.82,0,0,0,795.8000000000001,1,0,1,0,3,Premium Customers,0.091911686861242,0,1758.8811,0.24374437, Maintain / Monitor,Stable Customer,3477
0,1,0,1,No,No,No,No,No,No,No,No,one year,1,Electronic check,19.55,1108.8,0,False,True,False,False,False,True,False,False,True,False,4-6 years,1,18.79322033898305,19.55,21.81,0,1,1,1133.9,0,0,1,0,2,At Risk Customers,0.0363822524553449,0,660.4697,0.12370506, Maintain / Monitor,Stable Customer,3478
